Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Zip_Code,Mean,Median,Cost,Cost_Per_Unit,Profit_Per_Unit,Profit_Margin
CA-2017-152926,10/2/2017,10/4/2017,Second Class,SC-20695,Steve Chapman,Corporate,United States,Houston,Texas,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,21.984,6,0.8,-56.0592,77041,74589.0,63897.0,78.0432,13.0072,-9.3432,-2.55
CA-2015-130183,11/13/2015,11/17/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Houston,Texas,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",613.9992,3,0.32,-18.0588,77041,74589.0,63897.0,632.058,210.686,-6.0196000000000005,-0.029411764705882356
CA-2016-108210,5/30/2016,5/31/2016,Same Day,AT-10735,Annie Thurman,Consumer,United States,Houston,Texas,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,5,0.2,7.996,77041,74589.0,63897.0,71.964,14.3928,1.5992000000000002,0.10000000000000002
CA-2016-108210,5/30/2016,5/31/2016,Same Day,AT-10735,Annie Thurman,Consumer,United States,Houston,Texas,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,5,0.2,11.198,77041,74589.0,63897.0,212.762,42.5524,2.2396000000000003,0.05
CA-2015-168088,3/19/2015,3/22/2015,First Class,CM-12655,Corinna Mitchell,Home Office,United States,Houston,Texas,Central,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,65.584,2,0.2,23.7742,77041,74589.0,63897.0,41.8098,20.9049,11.8871,0.3625
CA-2015-168088,3/19/2015,3/22/2015,First Class,CM-12655,Corinna Mitchell,Home Office,United States,Houston,Texas,Central,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",383.4656,4,0.32,-67.6704,77041,74589.0,63897.0,451.13599999999997,112.78399999999999,-16.9176,-0.17647058823529413
CA-2016-130225,9/11/2016,9/17/2016,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Houston,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,99.568,2,0.2,33.6042,77041,74589.0,63897.0,65.96379999999999,32.981899999999996,16.8021,0.3375
CA-2017-120999,9/10/2017,9/15/2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,60540,112359.66666666667,91498.0,130.6116,32.6529,4.1391,0.11249999999999999
CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,11.784,3,0.2,4.2717,60540,112359.66666666667,91498.0,7.512300000000001,2.5041,1.4239,0.3625
CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736,3,0.2,-64.7748,60540,112359.66666666667,91498.0,337.5108,112.5036,-21.5916,-0.23750000000000002
CA-2014-112326,1/4/2014,1/8/2014,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3.54,2,0.8,-5.487,60540,112359.66666666667,91498.0,9.027000000000001,4.5135000000000005,-2.7435,-1.55
CA-2017-141719,11/17/2017,11/21/2017,Second Class,EG-13900,Emily Grady,Consumer,United States,Naperville,Illinois,Central,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,5,0.2,83.986,60540,112359.66666666667,91498.0,155.974,31.194799999999997,16.7972,0.35000000000000003
US-2015-165512,5/24/2015,5/26/2015,Second Class,VS-21820,Vivek Sundaresam,Consumer,United States,Naperville,Illinois,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",602.651,7,0.3,-163.5767,60540,112359.66666666667,91498.0,766.2276999999999,109.46109999999999,-23.3681,-0.2714285714285714
US-2015-165512,5/24/2015,5/26/2015,Second Class,VS-21820,Vivek Sundaresam,Consumer,United States,Naperville,Illinois,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,6,0.8,-13.0152,60540,112359.66666666667,91498.0,20.6712,3.4452,-2.1692,-1.7000000000000002
CA-2015-126970,9/20/2015,9/24/2015,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Naperville,Illinois,Central,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,2.808,3,0.8,-4.4928,60540,112359.66666666667,91498.0,7.3008,2.4335999999999998,-1.4976,-1.6
CA-2017-139619,9/19/2017,9/23/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616,32935,64895.2,52845.0,86.0544,43.0272,4.7808,0.1
CA-2016-118255,3/11/2016,3/13/2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,55122,91336.0,73714.0,26.208599999999997,13.104299999999999,9.8857,0.43000000000000005
CA-2016-118255,3/11/2016,3/13/2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.2062,55122,91336.0,73714.0,9.2538,4.6269,4.1031,0.47000000000000003
CA-2015-130022,8/10/2015,8/16/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75,1,0.0,1.8,55122,91336.0,73714.0,1.95,1.95,1.8,0.48000000000000004
CA-2015-130022,8/10/2015,8/16/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,0.0,19.872,55122,91336.0,73714.0,21.528,5.382,4.968,0.48000000000000004
CA-2015-130022,8/10/2015,8/16/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3,0.0,12.5118,55122,91336.0,73714.0,17.2782,5.759399999999999,4.170599999999999,0.42
CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56,2,0.0,3.852,55122,91336.0,73714.0,4.708,2.354,1.926,0.44999999999999996
CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.4,5,0.0,14.148,55122,91336.0,73714.0,38.251999999999995,7.650399999999999,2.8296,0.27
CA-2017-121615,11/3/2017,11/9/2017,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,14.94,3,0.0,6.8724,55122,91336.0,73714.0,8.067599999999999,2.6891999999999996,2.2908,0.46
CA-2014-146703,10/20/2014,10/25/2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,48185,61042.0,51421.0,203.48160000000001,50.870400000000004,2.1196,0.04
US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1,0.0,36.2835,48185,61042.0,51421.0,73.66650000000001,73.66650000000001,36.2835,0.32999999999999996
US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,5,0.0,135.219,48185,61042.0,51421.0,830.6310000000001,166.1262,27.043799999999997,0.13999999999999999
US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,29.2,5,0.0,10.512,48185,61042.0,51421.0,18.688,3.7375999999999996,2.1024000000000003,0.36000000000000004
US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,Central,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,32.4,5,0.0,15.552,48185,61042.0,51421.0,16.848,3.3695999999999997,3.1104,0.48
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.0542,48185,61042.0,51421.0,9.9258,9.9258,4.0542,0.29
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.0234,48185,61042.0,51421.0,242.9166,80.9722,10.0078,0.11
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.0,8.9535,48185,61042.0,51421.0,10.0965,2.0193000000000003,1.7907,0.47
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,0.1,93.5816,48185,61042.0,51421.0,154.13440000000003,38.53360000000001,23.3954,0.37777777777777777
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,15.9792,48185,61042.0,51421.0,50.6008,25.3004,7.9896,0.24000000000000002
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.7368,48185,61042.0,51421.0,31.1832,10.3944,4.2456000000000005,0.29
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609,48185,61042.0,51421.0,9.8691,3.2897,1.6203,0.33
CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0.0,13.365,48185,61042.0,51421.0,16.335,3.2670000000000003,2.673,0.45
CA-2016-169194,6/20/2016,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,19901,51083.0,32294.0,40.05,13.35,1.6500000000000001,0.11
CA-2016-169194,6/20/2016,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,19901,51083.0,32294.0,15.696000000000002,7.848000000000001,3.052,0.27999999999999997
CA-2014-130092,1/11/2014,1/14/2014,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814,19901,51083.0,32294.0,6.858599999999999,3.4292999999999996,1.5407,0.31
CA-2016-164672,5/8/2016,5/13/2016,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,0.0,42.392,19901,51083.0,32294.0,169.568,84.784,21.196,0.2
US-2015-111927,11/14/2015,11/19/2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Dover,Delaware,East,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0.0,26.649,19901,51083.0,32294.0,49.491,16.497,8.883000000000001,0.35000000000000003
US-2015-111927,11/14/2015,11/19/2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Dover,Delaware,East,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",19.96,2,0.0,9.3812,19901,51083.0,32294.0,10.578800000000001,5.2894000000000005,4.6906,0.47
CA-2014-118304,4/29/2014,5/4/2014,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Dover,Delaware,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,19.98,2,0.0,5.1948,19901,51083.0,32294.0,14.7852,7.3926,2.5974,0.26
CA-2014-163650,9/23/2014,9/25/2014,First Class,TT-21220,Thomas Thornton,Consumer,United States,Dover,Delaware,East,OFF-AR-10002375,Office Supplies,Art,Newell 351,9.84,3,0.0,2.8536,19901,51083.0,32294.0,6.9864,2.3287999999999998,0.9512,0.29000000000000004
CA-2014-163650,9/23/2014,9/25/2014,First Class,TT-21220,Thomas Thornton,Consumer,United States,Dover,Delaware,East,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0.0,15.525,19901,51083.0,32294.0,18.975,6.325,5.175,0.45
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,47150,51673.166666666664,42091.5,20.2566,3.3760999999999997,2.9939,0.47000000000000003
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,47150,51673.166666666664,42091.5,39.845400000000005,6.640900000000001,5.8891,0.47
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,47150,51673.166666666664,42091.5,3.2032000000000003,1.6016000000000001,1.4784,0.48
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,47150,51673.166666666664,42091.5,72.89189999999999,72.89189999999999,17.0981,0.19
CA-2016-105816,12/11/2016,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566,10024,125444.33333333333,117939.0,9.0034,1.2861999999999998,0.8937999999999999,0.41
CA-2016-105816,12/11/2016,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,10024,125444.33333333333,117939.0,731.2645,146.2529,59.7371,0.29
CA-2016-146941,12/10/2016,12/13/2016,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.5624,10024,125444.33333333333,117939.0,58.0176,9.6696,3.7604,0.28
CA-2016-146941,12/10/2016,12/13/2016,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864,10024,125444.33333333333,117939.0,199.056,49.764,40.716,0.45
CA-2015-144253,5/4/2015,5/9/2015,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864,10024,125444.33333333333,117939.0,13.936,6.968,6.432,0.48000000000000004
CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568,10024,125444.33333333333,117939.0,111.7252,111.7252,24.1568,0.17777777777777778
CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,1995.99,10024,125444.33333333333,117939.0,1995.99,997.995,997.995,0.5
CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,6,0.0,80.0226,10024,125444.33333333333,117939.0,195.9174,32.652899999999995,13.3371,0.29
CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,10024,125444.33333333333,117939.0,230.4,57.6,32.4,0.36
CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0.0,13.071,10024,125444.33333333333,117939.0,30.499000000000002,30.499000000000002,13.071,0.3
CA-2017-117933,12/24/2017,12/29/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,3,0.0,9.6957,10024,125444.33333333333,117939.0,26.214299999999994,8.738099999999998,3.2319,0.27
CA-2017-157252,1/20/2017,1/23/2017,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094,10024,125444.33333333333,117939.0,205.5366,68.51219999999999,0.7698,0.011111111111111112
CA-2016-100790,6/26/2016,7/2/2016,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,0.0,6.615,10024,125444.33333333333,117939.0,8.084999999999999,1.6169999999999998,1.323,0.45
CA-2016-100790,6/26/2016,7/2/2016,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0.0,84.51,10024,125444.33333333333,117939.0,619.74,123.94800000000001,16.902,0.12000000000000001
CA-2014-127691,7/22/2014,7/27/2014,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0.0,1.6688,10024,125444.33333333333,117939.0,4.2912,2.1456,0.8344,0.28
CA-2014-127691,7/22/2014,7/27/2014,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0.0,57.5928,10024,125444.33333333333,117939.0,102.38719999999999,51.193599999999996,28.7964,0.36
CA-2017-134978,11/12/2017,11/15/2017,Second Class,EB-13705,Ed Braxton,Corporate,United States,New York City,New York,East,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,5,0.2,5.373,10024,125444.33333333333,117939.0,10.547,2.1094,1.0746,0.3375
CA-2017-164826,12/28/2017,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7,0.0,34.776,10024,125444.33333333333,117939.0,37.674,5.382,4.968000000000001,0.48000000000000004
CA-2017-164826,12/28/2017,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4,0.0,6.4216,10024,125444.33333333333,117939.0,7.538400000000001,1.8846000000000003,1.6054,0.45999999999999996
CA-2017-164826,12/28/2017,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,7,0.2,11.2266,10024,125444.33333333333,117939.0,22.037400000000005,3.1482000000000006,1.6038,0.33749999999999997
CA-2017-164826,12/28/2017,1/4/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,3,0.0,4.0095,10024,125444.33333333333,117939.0,10.840499999999999,3.6134999999999997,1.3365,0.27
CA-2016-132661,10/23/2016,10/29/2016,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0.0,178.318,10024,125444.33333333333,117939.0,201.08199999999997,20.108199999999997,17.8318,0.4700000000000001
CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644,10024,125444.33333333333,117939.0,9.6876,3.2292,1.5548,0.32499999999999996
CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.5984,10024,125444.33333333333,117939.0,62.361599999999996,31.180799999999998,1.2992,0.04
CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0.0,18.522,10024,125444.33333333333,117939.0,50.077999999999996,12.519499999999999,4.6305,0.27
CA-2016-136133,8/18/2016,8/23/2016,Second Class,HW-14935,Helen Wasserman,Corporate,United States,New York City,New York,East,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,0.0,99.4896,10024,125444.33333333333,117939.0,255.8304,28.4256,11.0544,0.27999999999999997
CA-2017-111689,11/30/2017,12/2/2017,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.472,3,0.2,23.1093,10024,125444.33333333333,117939.0,45.36269999999999,15.120899999999997,7.7031,0.3375
CA-2017-111689,11/30/2017,12/2/2017,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39,10024,125444.33333333333,117939.0,980.5100000000001,196.10200000000003,52.477999999999994,0.21111111111111108
CA-2016-110023,9/9/2016,9/11/2016,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,2,0.2,5.484,10024,125444.33333333333,117939.0,9.14,4.57,2.742,0.375
CA-2015-124891,7/31/2015,7/31/2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,7,0.0,762.1845,10024,125444.33333333333,117939.0,1547.4655000000002,221.06650000000005,108.8835,0.32999999999999996
CA-2015-124891,7/31/2015,7/31/2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.4,-290.8752,10024,125444.33333333333,117939.0,1381.6571999999999,197.37959999999998,-41.5536,-0.2666666666666667
CA-2015-124891,7/31/2015,7/31/2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,3,0.0,9.3312,10024,125444.33333333333,117939.0,10.1088,3.3696,3.1104000000000003,0.48000000000000004
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0.0,20.4822,10024,125444.33333333333,117939.0,93.30780000000001,31.102600000000006,6.8274,0.18
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0.0,34.386,10024,125444.33333333333,117939.0,43.764,43.764,34.386,0.44
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.2,0.6048,10024,125444.33333333333,117939.0,1.1232,1.1232,0.6048,0.35000000000000003
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56,4,0.0,19.8744,10024,125444.33333333333,117939.0,20.6856,5.1714,4.9686,0.49
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,Becky Martin,Consumer,United States,New York City,New York,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0.0,3.6588,10024,125444.33333333333,117939.0,179.28119999999998,59.7604,1.2196,0.02
